"","created_at","screen_name","text","content","sentiment"
"116",2020-10-19,"MFAofArmenia"," We are committed to obligations set in # Moscow  Statement ;  Statement of  Oct 17.  By adhering to agreements reached, # Armenia maintains its right to undertake necessary measures to resolutely reject # Azerbaijan's intention to resolve conflict by mil means.
","arm",-1
"117",2020-10-19,"MFAofArmenia"," On morning of  Oct 18,  Azerbaijani armed forces launched large-scale attack on southern front.  This is second ceasefire agreement that # Azerbaijan does not want or is unable to implement, at the same time manipulating intl community ; first ; foremost   M G C C countries. ","aze",0
"118",2020-10-18,"MFAofArmenia"," Just spoke to   welcomes the humanitarian ceasefire in # Nagorno Karabakh.  It must be respected to prevent more civilian suffering.  We call on external parties to stay out of this conflict ; support the creation of a verification mechanism by   Minsk  Co- Chairs.",NA,NA
"119",2020-10-18,"MFAofArmenia"," In phone call w/ F M   F M  highly appreciated decision of # Canadian leadership to suspend export of strategic goods to # Turkey ; noted that  Turkey's expansionist policy can only be opposed through resolute ; active efforts of intl community. ","aze",1
"120",2020-10-18,"MFAofArmenia"," In phone conversation w/ F M   F M  highly appreciated personal contribution of # France and  President  in reaching ceasefire agreement, ; noted that mil-political leadership of # Azerbaijan continues large-scale mil aggression against # Artsakh. ","aze",0
"121",2020-10-18,"MFAofArmenia","# Artsakh has never been part of independent state of # Azerbajian and the latters territorial claims have no base under international law.  Prevent  Genocide.  Recognize # Artsakh","arm",0
"122",2020-10-18,"MFAofArmenia"," Destruction of residential buildings ; infrastructure threaten to cause humanitarian catastrophe in # Nagorno Karabagh.  Recognize # Artsakh, prevent further extermination.  

","arm",-1
"123",2020-10-18,"MFAofArmenia"," In phone call w/# E U  High  Rep   F M  expressed concern over vague position of some actors of intl community, emphasizing that such policy is viewed by # Azerbaijan as permissiveness to continue its aggression accompanied by violations of intl law. ","aze",-1
"124",2020-10-18,"MFAofArmenia"," Humanitarian truce was agreed from this midnight.  From 7.20am # Azerbaijan launches large scale offensive operation.  Ripping up own commitments again puts on show dishonourable corrupt regime practices of # Baku","aze",-2
"125",2020-10-18,"MFAofArmenia","# Armenia deplores this one-sided, biased and selective statement, which gives # Azerbaijan clearance to continue breaching with impunity the international law, including the international #humanitarianlaw ; international customary law. ","arm",-2
"126",2020-10-18,"MFAofArmenia","# Aliyev clan, which has turned itself into instrument of # Turkish expansionism, while being terrified of inevitable perspective of being accountable before its own people for unleashing war ; for numerous lives it has claimed, tries to postpone unavoidable moment of truth. ","aze",-1
"127",2020-10-18,"MFAofArmenia"," After # Armenia ; # Azerbaijan reached agreement on establishment of humanitarian truce on  Oct18, 2020, attempt was made to reach agreement to withdraw wounded soldiers from battlefield, through mediation of  which was categorically rejected by # Baku.
","arm",-2
"128",2020-10-18,"MFAofArmenia","# Armenia will continue to undertake all necessary measures to impose peace on # Azerbaijan and establish a #ceasefire regime which will entail  precise and effective mechanisms for maintaining and verifying it on the ground. ","arm",0
"129",2020-10-18,"MFAofArmenia"," This is second time that # Azerbaijan violates ceasefire agreement achieved through personal mediation of the leader of   Minsk  Group  Co- Chair country thus demonstrating to intl community its treacherous nature, which we have been dealing w/for decades.
","aze",0
"130",2020-10-18,"MFAofArmenia"," Defense  Army of  Republic of # Artsakh/# Nagorno Karabakh stated that # Azerbaijan'i armed forces once again grossly violated new humanitarian truce agreed, and on  Oct18 at 07:20, after active artillery fire, launched attack in southern direction in order to occupy favorable positions","arm",0
"131",2020-10-18,"MFAofArmenia"," Once again violating the humanitarian ceasefire, the enemy fired artillery shells in the northern direction from 00:04 to 02:45, and fired rockets in the southern direction from 02:20 to 02:45.",NA,NA
"132",2020-10-17,"MFAofArmenia"," S T A T E M E N T:  We welcome efforts of   M G co-chair countries ; of # Armenia towards ceasefire ; de-escalation of tension in # Azerbaijan-# Karabakh conflict zone. # Artsakh confirms readiness to observe humanitarian truce on reciprocal basis # Recognize Artsakh","arm",-2
"133",2020-10-17,"MFAofArmenia","# Armenia ; # Azerbaijan have agreed to humanitarian truce as of  Oct 18th,00h00 local time. Decision was taken following statement of  Presidents of # France, # Russia ; # U S-  M G C C countries, of 1  Oct 2020,  Statement by  O S C E  M G C Cs of 5  Oct, ; in line w/# Moscow  Statement of 10  Oct.","arm",0
"134",2020-10-17,"MFAofArmenia","  P C upon initiative of # Armenia "" Aggression of  Azerbaijan against  Artsakh and  Armenia with direct involvement of  Turkey and foreign terrorist fighters"" has been discussed.  Perm Rep  in his statement updated the p States on current situation on the ground ","arm",0
"135",2020-10-17,"MFAofArmenia"," At # U N G A75 sixth/legal committee, # Armenia recalls origin of term # Crimes Against Humanity first used by # Allied Powers in 1915.  Impunity and history of past crimes can be precursors to new ones as demonstrated by violence unleashed by  Azerbaijan and  Turkey against # Nagorno Karabakh. ","arm",-3
"136",2020-10-16,"MFAofArmenia"," Consistent attempts of # Azerbaijan to extend geography of conflict, thus irreversibly undermining regional #security should be condemned in the strongest terms.  Any encroachment against the territorial integrity of the  Republic of # Armenia will receive an adequate response. ","aze",-2
"137",2020-10-16,"MFAofArmenia","# Azerbaijani side disseminated provocative ; false allegation on shelling of # Ordubad in # Nakhijevan  Autonomous  Republic by  Armenian armed forces.  In line w/their traditional behaviour, wave of such disinfo was followed by real aggression against sovereign territory of # Armenia. ","aze",0
"138",2020-10-16,"MFAofArmenia"," According to preliminary data, three civilians are wounded in # Shosh community of # Askeran region of # Artsakh.  The condition of one of the injured is assessed as severe.  The community suffered great material damages.  Details are being clarified.

 Photos:  David  Ghahramanyan ","arm",-2
"139",2020-10-16,"MFAofArmenia"," Spox of # Armenia  Mo D  no fire of any type has been fired from the territory of the  Republic of  Armenia or by the  Armed  Forces of  Armenia in the direction of the territory of  Azerbaijan.","arm",0
"140",2020-10-16,"MFAofArmenia"," An interview of  Ambassador  to the  Latvian  Rga T V 24  about the war in # Nagorno Karabakh (in  English with  Latvian subtitles) 
",NA,NA
"141",2020-10-16,"MFAofArmenia"," F M of # Armenia  met w/ F M of # Greece   Discussed bilat agenda, coop in intl platforms [# N A T O, # E U].  Touched upon issues of regional and intl peace ; stability, emphasizing that # Turkeys expansionist policy is a serious threat both regionally ; globally. ","arm",-1
"142",2020-10-16,"MFAofArmenia"," F M  at joint press-conference w/ F M  decision of # Azerbaijani leadership to turn their country into # Turkey's zone of influence ; a spot of intl terrorist groups for maintaining their authority in country is great threat for reg security."" ","aze",0
"143",2020-10-16,"MFAofArmenia"," For the people of  Artsakh this is a struggle for life and freedom, for  Azerbaijan and its totalitarian leadership this is a war to strengthen grip on power and annihilate indigenous people of  Artsakh.  Artsakh is destined to prevail over death and hatred.","arm",-1
"144",2020-10-16,"MFAofArmenia","  Watch the joint press-conference of the  F Ms of # Armenia ; # Greece,  ;  with the below-mentioned link 

","arm",0
"145",2020-10-16,"MFAofArmenia"," F M  welcomes at  his colleague,  F M of # Greece  who pays a working visit to # Armenia.  The meeting of two  F Ms will be followed by a joint press-conference. ","arm",1
"146",2020-10-16,"MFAofArmenia"," Working visit of the  F M of # Greece  to # Armenia commenced.  The delegation headed by  Minister  Dendias visited the # Armenian Genocide  Memorial ; paid tribute to the memory of the innocent victims. ","arm",1
"147",2020-10-16,"MFAofArmenia"," In phone conversation w/  S G   F M  presented humanitarian situation in # Artsakh, emphasizing urgent provision of access to humanitarian aid by relevant # U N bodies on the ground to address priority needs of  Artsakh ppl in accordance w/ U N goals. ","arm",-1
"148",2020-10-16,"MFAofArmenia"," F M of # Armenia  underscored that # Azerbaijani aggression against # Artsakh emphasizes the priority of ensuring existential security of  Artsakh ppl through full realization ; recognition of the right to live free ; secure in their historical homeland. ","arm",2
"149",2020-10-16,"MFAofArmenia"," In phone call w/  S G,  F M  stressed that the political leadership of # Armenia always assesses the military situation, the steps deriving from it, taking into account the possibility of initiating # C S T O regulatory processes.","arm",-1
"150",2020-10-15,"MFAofArmenia"," In phone conversation w/ F M of # Argentina   F M of # Armenia  stressed that # Azerbaijan's actions are threat to existential security of # Artsakh people.  Both sides emphasized immediate cessation of hostilities ; implementation of commitments in this regard. ","arm",-1
"151",2020-10-15,"MFAofArmenia"," In phone conversation w/# O A S  S G   F M  presented # Azerbiajan's large-scale aggression against # Artsakh, w/deliberate targeting of civilian population.  Sides condemned  A Z actions aimed at violating the right to self-determination ; life of  Artsakh ppl. ","arm",0
"152",2020-10-15,"MFAofArmenia"," Oct 16:  F M of # Greece will pay a working visit to # Armenia.  Meeting of  F Ms  ;  will take place at  on  Oct 16, followed with joint press conference.

 For more derails ","arm",1
"153",2020-10-15,"MFAofArmenia"," Five days into the  Moscow  Joint  Statement of 10  October on cessation of fire, and # Azerbaijan continues to torpedo its implementation.  With the support ; direct involvement of # Turkey and #terrorist fighters they continue large scale war against # Artsakh/# Nagorno Karabakh","aze",1
"154",2020-10-15,"MFAofArmenia"," There have been reports from the most respected+trusted international mass media outlets about foreign terrorist fighters being transferred from the # Turkey-controlled  Syrian territory to # Azerbaijan.  Here are some highlights for the ease of reference # Armenia Against Terrorism ","aze",-1
"155",2020-10-14,"MFAofArmenia"," Strongly condemning: this morning, # Azerbaijani armed forces launched drone strikes near # Vardenis # Sotk community of  Gegharkunik province, # Armenia.  A 14-year-old #child was wounded, now in hospital.  There were other civilians in agricultural civilian field for potato harvest.","aze",-2
"156",2020-10-14,"MFAofArmenia"," All actions undertaken by # A Z side will receive adequate response w/means at disposal of armed forces of # Armenia.  We warn that # Azerbaijan's provocative actions will lead to irreversible mil-political consequences, for which leadership of  Azerbaijan bears full responsibility. ","arm",1
"157",2020-10-14,"MFAofArmenia","# A Z not only refuses to implement ceasefire which should have been established on basis of the joint statement, but also w/blatant instigation of # Turkey, seeks to expand geography of # N K conflict, attacking ; resorting to open aggression against sovereign territory of # Armenia. ","aze",-2
"158",2020-10-13,"MFAofArmenia"," Just spoke with  Mark  Rutte,  of the # Netherlands on  ongoing  Azerbaijani- Turkish aggression in # Artsakh and  Azerbaijan's failure to observe the humanitarian ceasefire.  I reaffirmed the importance of ensuring unimpeded exercise of the right of nations to self-determination","aze",2
"159",2020-10-13,"MFAofArmenia"," F M  met w/ Nikolai  Patrushev, Secretary of # Russia  Security  Council.  Minister briefed his interlocutor on situation in # Nagorno Karabakh conflict zone,emphasizing importance to completely establish ; strengthen regime of cessation of hostilities.",NA,NA
"160",2020-10-13,"MFAofArmenia"," W/in official visit to # Russia,  Adviser to  F M  Ruben  Karapetyan met w/ D F M  Mikhail  Bogdanov.  Mr.  Karapetyan described transfer of foreign terrorist fighters from # Middle East as new threat, stressing importance of combining efforts in fight against #terrorism.",NA,NA
"161",2020-10-13,"MFAofArmenia"," During the meeting w/  M G C C ;  Personal  Rep of  Chairperson-in- Office,  F M  stressed that # Azerbaijan neglects its commitment of cessation of hostilities ; continues large-scale military attacks, deliberately targeting #civilian population ; infrastructure. ","aze",-3
"162",2020-10-13,"MFAofArmenia"," F M  to  "" We shouldnt deny any chance for this ceasefire to hold.  We have to carry on w/#verification mechanism, which helps us to bring back #ceasefire, to bring back peace, so that we go back to peaceful settlement.""
",NA,NA
"163",2020-10-13,"MFAofArmenia"," On the margins of his official visit to # Russia,  F M of # Armenia  is meeting with   Minsk  Group  Co- Chairs and  Personal  Representative of the  O S C E  Chairperson-in- Office.
# Nagorno Karabakh ","arm",0
"164",2020-10-12,"MFAofArmenia"," During meeting w/ F M of # Russia  Sergey  Lavrov,  F M of # Armenia  noted:"" Currently we do not have full implementation of cessation of hostilities, ;  I emphasize the importance of introducing verification mechanisms to achieve establishment ; maintenance of this regime."" ","arm",0
"165",2020-10-12,"MFAofArmenia"," F M  to  want #ceasefire, we want verification mechanisms on the ground, which will indicate perpetrator, which will demonstrate party not faithful to this ceasefire.  We have been saying this for long time ;  I repeat this again.""
",NA,NA
"166",2020-10-11,"MFAofArmenia"," All these indicate # Turkeys aspirations to turn our region along w/other its neighboring regions to a platform for its #expansionist ambitions.  We strongly condemn  Turkeys provocative policy in our region, ; value the coop of all forces interested in stability of the region. ","aze",0
"167",2020-10-11,"MFAofArmenia"," Along w/supplying # Azerbaijan w/foreign terrorist fighters from # Middle East, mil equipment ; experts, # Turkey has also been sponsoring  Azerbaijans information ; political campaign aimed at undermining provisions of agreement on cessation of hostilities.
","aze",0
"168",2020-10-11,"MFAofArmenia"," Die internationale # Anerkennung des  Status von # Berg- Karabach kann ein # Ausweg aus dieser  Situation sein. 
 Mein  Interview im  
 The international #recognition of the status of # Nagorno Karabakh can be a way out of this situation. 
",NA,NA
"169",2020-10-11,"MFAofArmenia"," Devastating consequences of heinous #aggression by # Azerbaijan.  Azerbaijani armed forces continued shelling city of # Stepanakert ; other #civilian settlements after # Humanitarian Ceasefire agreed in joint statement of  Oct 9, violating their commitment.

 Photos:  David  Ghahramanyan ","aze",-1
"170",2020-10-11,"MFAofArmenia"," As of 9  Oct, 20 #civilians (8females ; 12males, 1child ; 19adults) have been killed.  While publishing document  got verified info that # Azerbaijani subversive group killed at least two civilians in # Hadrut
townlady ; her #disabled son.
","aze",-2
"171",2020-10-10,"MFAofArmenia"," Ceasefire announced in joint statement of 9  October in # Moscow must be respected and implemented. # Azerbaijan continued attacking # Nagorno Karabakh after 12pm today, violating their commitment. # Stepanakert is bombed right now.  This is heinous aggression","aze",-1
"172",2020-10-10,"MFAofArmenia"," Declare cessation of hostilities for #humanitarian purposes on  Oct 10,2020, from 12.00, for exchange of prisoners of war, other ppl detained ; bodies of those killed, w/mediation ; in accordance w/criteria of  Intl  Committee of # Red Cross. ",NA,NA
"173",2020-10-10,"MFAofArmenia"," Republic of # Armenia ;  Republic of # Azerbaijan, w/mediation of # O S C E  M G C C, on basis of fundamental principles of settlement, are launching substantive negotiations w/ aim of achieving early peaceful resolution.  Sides reiterate inalterability of format of the #peace process. ","arm",0
"174",2020-10-10,"MFAofArmenia"," In response to the call of  President of the # Russian  Federation, ; in accordance w/agreements of the  President of  Russian  Federation,  Prime  Minister of  Republic of # Armenia  Pashinyan ;  President of  Republic of # Azerbaijan, sides agreed on steps presented below. ","arm",0
"175",2020-10-09,"MFAofArmenia"," Meeting of  Foreign  Ministers of # Armenia, # Azerbaijan and # Russia in # Moscow. 
# Nagorno Karabakh # Artsakh # Artsakh Strong ","arm",1
"176",2020-10-08,"MFAofArmenia","# Shushi  Holy  Savior  Cathedral has been deliberately bombed by savage aggressor. # Azerbaijan w/direct involv of # Turkey ; intl #terrorists continue to target civilians, destroy infrastructure ; reveal depth of their barbarity by destroying holy sites. This is an affront to humanity ","aze",-4
"177",2020-10-08,"MFAofArmenia"," As a result of # Azerbaijans second attack on  Holy  Savior  Cathedral in # Artsakh, # Shushi, journalists ( Russian citizens)  Yuri  Kotenok,  Levon  Arzanov ; accompanying him  Hrant  Badalyan were seriously wounded.  We strongly condemn yet another attack by  Azerbaijan on media reps. ","aze",-2
"178",2020-10-08,"MFAofArmenia"," Statement of the # Artsakh # Karabakh  Foreign  Ministry #on # Azerbaijans  attack on the  Church of the  Holy  All- Savior in # Shushi # Recognize Artsakh ","arm",0
"179",2020-10-08,"MFAofArmenia"," Spox  Anna  targeting of #journalists on their professional duty is a deliberate act aimed at hindering the recording of the #warcrimes conducted by the # Azerbaijani army and their presentation to the international community.
","aze",-1
"180",2020-10-08,"MFAofArmenia"," Preliminary report of   "" Since  Sep 27, # Azerbaijani armed forces have targeted more than 100 civilian settlements in # Artsakh.  Numerous infrastructure, public ; private property damages have been recorded.""
 Full report 
","aze",0
"181",2020-10-08,"MFAofArmenia","# Azerbaijan which has completely annihilated # Armenian cultural heritage in # Nakhichevan ; in other parts of historical homeland of  Armenian ppl, now thrghout ongoing mil aggression against # Artsakh is trying to deprive  Armenians of  Artsakh of their homeland ; historical memory. ","aze",0
"182",2020-10-08,"MFAofArmenia","# Azerbaijan armed forces launched airstrikes at masterpiece of # Armenia'n architecture-  Holy  Savior # Ghazanchetsots  Cathedral located in cultural capital of # Artsakh, # Shushi.  This action fully fits into its policy of # Armenophobia developed for decades.","aze",1
"183",2020-10-08,"MFAofArmenia","# Azerbaijan'i armed forces targeted the  Saint # Ghazanchetsots  Cathedral in # Shushi from multiple rocket launcher ","aze",1
"184",2020-10-08,"MFAofArmenia"," The symbol of # Shushi,  Saint # Ghazanchetsots  Cathedral, has just been shelled by # Azerbaijan'i armed forces.  This is direct attack against # Armenia'n ; # Artsakh cultural property ; national identity. # Artsakh Strong # Stop Azerbaijani Aggression 

:  Davit  Ghahramanyan ","aze",1
"185",2020-10-07,"MFAofArmenia"," In phone conversation w/   F M  expressed deep concern over targeting of civilian population ; infrastructure of # Artsakh by # Azerbaijan, condemned # Turkeys policy of sowing instability in region.  Sides emphasized cessation of military operations. ","arm",-2
"186",2020-10-07,"MFAofArmenia"," Two more motions adopted by # Dutch  House of  Representatives on immediate stop of hostilities after aggression of # Azerbaijan ; # Turkey against # Artsakh. 
 ;  lead the efforts of the  Dutch  Parliament to establish peace in the region.  Bedankt, # Nederland ","aze",1
"187",2020-10-07,"MFAofArmenia"," Now more than ever, # Artsakh needs you.
 Every donation counts.  Every dollar goes to  Artsakh.
 Join the  Global movement and #donate today.

 Pay Pal recipient: info
 For  U S tax-deductible donations: # Artsakh Strong ","arm",1
"188",2020-10-07,"MFAofArmenia"," B R E A K I N G!
 Just now # Azerbaijan again struck # Stepanakert civilian objects with suicide drones ; missiles.
 No data on casualties yet.
 The life continues in shelters for several days.
# Azerbaijani Aggression # Dont Be Blind","aze",-4
"189",2020-10-07,"MFAofArmenia"," The military aggression against the ppl of # Artsakh is the culmination of decades-long state policy of intolerance, hatred ; # Armenophobia.  Armenians are portrayed as useful enemy to justify the dire #humanrights situation in # Azerbaijan.  Armenia at # U N G A75  Third  Committee ","arm",-1
"190",2020-10-06,"MFAofArmenia"," Spox   Spox  has already denied info on shelling # Baku-# Tbilisi-# Ceyhan pipeline in # Yevlakh district section.  This is another lie of # Azerbaijani side primarily aimed at justifying its continuous shelling of peaceful settlements of # Artsakh ; # Armenia. ","aze",-1
"191",2020-10-06,"MFAofArmenia"," In phone conversation w/ F M of # Slovakia   F M of # Armenia  condemned deliberate targeting of civilian population by # Azerbaijan, stressed that involvement of foreign #terrorist fighters by # Turkey in mil operations is threat to regional security ; peace. ","arm",-3
"192",2020-10-06,"MFAofArmenia","# Nagorno Karabakh capital # Stepanakert shelled by missiles and cluster munitions, civilians under attack.  But school studies never stop, even in shelters.  Powerful message about the resolve and strong spirit of the ppl of # Artsakh ","arm",0
"193",2020-10-06,"MFAofArmenia"," These actions are taking place during visit of  F M of # Turkey to # Baku ; hours after statement of  F Ms of # O S C E  M G C C. # Artsakh  Defense  Forces of undertakes all necessary measures to repel attack.  Mil-political leadership of # Azerbaijan bears full responsibility for consequences. ","aze",-2
"194",2020-10-06,"MFAofArmenia"," According to info from # Artsakh  Defense  Forces, since this afternoon # Azerbaijan  Armed  Forces, concentrating reserve forces ; large number of mil equipment, launched large-scale attack towards southern direction of line of contact btw  Artsakh ;  Azerbaijan.
","arm",-1
"195",2020-10-06,"MFAofArmenia"," On  Oct 5, preliminary report submitted by  on results of fact-finding mission regarding humanitarian crisis caused by mil aggression of # Azerbaijani  Armed  Forces w/# Turkey's support ; foreign #terrorist fighters against  Republic of # Artsakh.
","aze",2
"196",2020-10-06,"MFAofArmenia","# Armenia reiterates need for immediate cessation of hostilities,which  underlined in its statement issued on  Oct 2, 2020. We stress there is no alternative to peaceful settlement ; peace process, ; any attempt to resolve conflict by mil means'll be resolutely averted. ","arm",-2
"197",2020-10-06,"MFAofArmenia","# Armenia values statement of  F Ms of # O S C E  M G C C countries, in which unprecedented massive targeting of civilian population ; infrastructure in # Nagorno Karabakh conflict zone has been condemned in strongest terms as an unacceptable threat to stability of region. ","arm",-2
"198",2020-10-06,"MFAofArmenia"," D F M  Apitonyan assured that # Armenia is committed to peaceful settlement of # Nagorno Karabakh issue ; expressed confidence that provision of urgent humanitarian assistance to  N K population caught in crisis must be carried out regardless of circumstances, including # Artsakh status. ","arm",-1
"199",2020-10-06,"MFAofArmenia"," At 71st session of  High  Commissioner  Office  Executive  Committee's  Programme  Artak  Apitonyan noted; # Azerbaijan ; # Turkey are involving frgn terrorist fighters from # Syria ; # Libya in mil operations against # Artsakh,undermining reg sec ; intl community efforts to cease hostilities ","aze",0
"200",2020-10-05,"MFAofArmenia"," In line with 's robust export control regime and the ongoing investigation,  I have suspended the relevant export permits to # Turkey.

 calls for measures to be taken immediately to stop the violence and protect civilians. ","aze",2
"201",2020-10-05,"MFAofArmenia"," In telephone discussion with  Sergei # Lavrov,  Jean- Yves # Le Drian and  Stephen # Biegun stressed the dangerous consequences  of  Azerbaijan aggression against # Nagorno Karabakh and risks of ensuing deeper instability in region.  Underlined immediate priority of cessation of hostilities","aze",-3
"202",2020-10-05,"MFAofArmenia"," During phone conversation w/# U S  D S S  Stephen  Biegun  F M  drew attention his interlocutor to use of weaponry prohibited by relevant intl conventions by # Azerbaijan.  D S S  Biegun stressed importance of cessation of hostilities ; coop w/# O S C E  M G C C countries in this regard. ","aze",-1
"203",2020-10-05,"MFAofArmenia","# Armenia  F M  to   while reacting to news of civilian deaths in the town of # Stepanakert:  This is appalling, these are war crimes. ...  The people in # Nagorno Karabakh have been very strong, but this aggression must stop"" ","arm",-2
"204",2020-10-05,"MFAofArmenia"," Artsakh # Human Rights  Ombudsman  ""19 civilians killed, 80 wounded, over 2700 property and infrastructure damaged in # Artsakh from # Azerbaijan'i # War Crimes."" ","arm",-2
"205",2020-10-05,"MFAofArmenia"," During phone conversation w/ F M of # Finland  Pekka   F M of # Armenia  strongly condemned deliberate mass targeting of civilian population ; infrastructure by # Azerbaijan'i armed forces w/use of weapons of large-scale calibers, resulting in human losses. ","arm",-1
"206",2020-10-05,"MFAofArmenia"," Shelling of residential areas of capital # Stepanakert with cluster munitions by # Azerbaijan # Recognize Artsakh ","aze",0
"207",2020-10-05,"MFAofArmenia"," Having failed to achieve any success in battlefield,  Azerbaijani side on one hand speaks about its imaginary gains, on other hand spreads fake news on shelling of  Azerbaijani settlements by # Armenia.  Each provocation by # Azerbaijan will receive adequate response from  Armenia. ","aze",0
"208",2020-10-04,"MFAofArmenia"," Spox of    Azerbaijani side, w/no single evidence, now claims that  Armed  Forces of # Armenia have deliberately  targeted # Khizi ; # Absheron regions.  This is another lie, which obviously provesthat # Azerbaijan is preparing ground for provocation.","aze",-1
"209",2020-10-04,"MFAofArmenia"," During phone conversation w/ High  Rep   F M  expressed deep concern over # Turkey's involvement in  A Z aggression, including thrgh deployment of foreign #terrorist fighters which bears threat of undermining reg security ; escalating into full-scale reg war. ","aze",-2
"210",2020-10-04,"MFAofArmenia"," Deliberate targeting of civilian population ; infrastructure of # Artsakh by military-political leadership of # Azerbaijan is a gross violation of international #humanitarianlaw, and the latter will bear full responsibility for this war crime. ","arm",-2
"211",2020-10-04,"MFAofArmenia","# Azerbaijan, together w/# Turkey, ; w/massive involvement of foreign terrorist fighters from # Middle East, continues large-scale hostilities against  Republic of # Artsakh. # Stepanakert ; # Martakert are attacked w/use of long-range missiles ; involvement of air force. ","aze",-1
"212",2020-10-04,"MFAofArmenia"," The  Ministry of  Defense of the  Republic of # Armenia formally declares that no fire of any kind is being opened from the territory of  Armenia in the # Azerbaijans direction.","arm",0
"213",2020-10-03,"MFAofArmenia"," P M  high-spirited speech addressing the united ; brave # Armenian nation: "" Jointly we are going to break the backbone of the attacking adversary so that it never, never again stretches its arms towards us, the arms that are covered with blood."" #            ","arm",-1
"214",2020-10-03,"MFAofArmenia","# Armenia will take all necessary means ; steps to prevent those mass atrocities.  Political-mil leadership of # Azerbaijan will pay high price for committing such grave crimes against  Armenians of # Artsakh, for importing #terrorists to region ; for undermining regional security. ","arm",-1
"215",2020-10-03,"MFAofArmenia"," Christian  Unie says "" Enough is enough"": # Turkey and # Azerbaijan must held accountable for aggression and severe economic sanctions must follow if bloodshed isn't stopped immediately. ","aze",1
"216",2020-10-03,"MFAofArmenia"," Note in reply to  Azerbaijan on recent armed aggression against  Nagorno- Karabakh ","aze",0
"217",2020-10-02,"MFAofArmenia"," Provision of modern weapons by # Israel to # Azerbaijan is unacceptable.  We have repeatedly informed our  Israeli counterparts about this.  It is especially painful at time when  Azerbaijan, w/support of # Turkey, is carrying out large-scale aggression against # Artsakh ; # Armenia. ","aze",0
"218",2020-10-02,"MFAofArmenia"," This is not just an attack against the # Armenians, but also an attack against basic norms of humanity, an attack against what the  stands for.  Interview of the  Permanent  Representative of # Armenia  to the  United  Nations  Mher  Margaryan to  ","arm",-3
"219",2020-10-02,"MFAofArmenia","# Azerbaijan criticizes # O S C E  M G C C actions ; questions its effectiveness, pursuing geopolitical goal, aimed at strengthening # Turkeys role in # South Caucasus. They're turning into  Turkeys proxy state ; w/other proxy states are taking steps to undermine regional #peace ; #security. ","aze",-1
"220",2020-10-02,"MFAofArmenia"," Spox  Anna  mercenaries are used to project interests of leadership of # Turkey, ; export their influence to neighbouring regions.  Presence of those terrorists will transform region ; # Azerbaijan itself into theatre of further bloodshed.""
","aze",0
"221",2020-10-02,"MFAofArmenia"," Upon decoding # Israeli-made  Tadiran radio station found with killed # Azerbaijani officer,  # Karabakh  Defense  Army discovered that the groups in mentioned [some] directions of the conflict zone are coordinated mainly in # Arabic - deputy commander of # Artsakh  Defense  Army","aze",-2
"222",2020-10-02,"MFAofArmenia","# Azerbaijan armed forces resorted to perpetration of mass atrocities against # Artsakh's civilian population.  We strongly condemn crime of  Azerbaijani-# Turkish alliance ; reiterate our determination together w/ Artsakh authorities to neutralize existential threat to  Artsakh ppl. ","aze",-2
"223",2020-10-02,"MFAofArmenia"," During video-call w/ F M of # Greece   F M  briefed situation resulting from  Azerbaijans large-scale aggression, stressed deliberate targeting of civilian population by # Azerbaijan.  Sides expressed concern over # Turkey's destabilizing policy in region. ","aze",-2
"224",2020-10-02,"MFAofArmenia"," Hours from statement of # O S C E  M G C C country leaders on cessation of hostilities # Azerbaijan has opted for further escalation. # Armenia views this attempt to undermine reg security provoked ; supported by # Turkey as response to efforts ; calls of intl community to establish #peace. ","aze",1
"225",2020-10-02,"MFAofArmenia"," We welcome fact that  M G C C at level of their leaders reacted to use of force in # Nagorno Karabakh conflict zone by way of strong condemnation. # Armenia has been consistently rejecting ; condemning threat or use of force by # Azerbaijan ; direct involvement of # Turkey in hostilities. ","arm",-4
"226",2020-10-01,"MFAofArmenia"," Press briefing of the  Ombudsman and  Spokesperson of the  Ministry of  Foreign  Affairs
",NA,NA
"227",2020-10-01,"MFAofArmenia"," Urgent: 2 reporters (citizens of # France) from  got injured in # Martuni region of # Artsakh from # Azerbaijani bombardment.  They are being transported to the hospital.","arm",-2
"228",2020-10-01,"MFAofArmenia"," F M  to  ""# Turkey is transferring armaments, terrorist fighters to # Azerbaijan recruited from parts of # Syria ; # Libya.  They are fighting our ppl today.  They are used against our ppl.  Turkey is destabilizing party to this conflict.""
","aze",-1
"229",2020-10-01,"MFAofArmenia"," According to incoming reports, militants from illegal armed units are being moved to the # Nagorno Karabakh conflict zone.  We urge the leaders of the interested states to take effective measures to prevent the use of foreign terrorists and mercenaries. ",NA,NA
"230",2020-10-01,"MFAofArmenia","# Turkey has been unilaterally supporting # Azerbaijan; transferring armaments; recruiting ; transferring #terrorist fighters from parts of # Syria they control and # Libya.  They are fighting our people today.","aze",1
"231",2020-09-30,"MFAofArmenia"," During phone call w/ F M of # Sweden   F M  presented situation resulting from aggression of # Azerbaijan against # Artsakh, targeting ; shelling of civilian population ; infrastructure.  Expressed concern over # Turkeys blatant mil-political support to  Azerbaijan ","aze",-1
"232",2020-09-30,"MFAofArmenia","# Armenian del at # O S C E # F S C 2day:  Military exercises conducted w/out prior notification by as well as unnotified joint - mil exercises held for last several years were early warning signs of's preparation for another large-scale aggression, which it launched on  Sept. 27 ","arm",0
