"","created_at","screen_name","text"
"115",2020-10-18,"AzerbaijanMFA","Message of the @TurkicCouncil Secretary General @anreyev  on the occasion of the Independence Day of the Republic of #Azerbaijan 🇦🇿 https://t.co/ftEdJAN1Ti https://t.co/XDhdBpKRgW"
"116",2020-10-17,"AzerbaijanMFA","Read more ⬇️⬇️⬇️
https://t.co/T55rAoOHRQ https://t.co/NdSPoCcY9P"
"117",2020-10-17,"AzerbaijanMFA","Read more ⬇️⬇️⬇️
https://t.co/I8toTQoLe8 https://t.co/zsXMZmxOLG"
"118",2020-10-17,"AzerbaijanMFA","Embassy of 🇺🇦 in 🇦🇿 strictly condemns the shelling of the city of Ganja. The brutal attacks on civilian population cannot be justified by any means. @HikmetHajiyev @bayramov_jeyhun 
#Ukraine #Azerbaijan https://t.co/NX1qj10CDl"
"119",2020-10-17,"AzerbaijanMFA","Pakistan rejects the baseless comments by Armenian Prime Minister &amp; continues to stand by the brotherly nation of #Azerbaijan and support its right of self-defence against any aggression.

Press release by @ForeignOfficePk https://t.co/TgAYnmXMph"
"120",2020-10-17,"AzerbaijanMFA","The Republic of Azerbaijan and the Republic of Armenia have agreed to a humanitarian truce as of October 18th, 00h00 local time.

https://t.co/YD7f7R3Nwc"
"121",2020-10-17,"AzerbaijanMFA","Maybe you see this photo for the first time, but Azerbaijanis have been living with the same photo for 30 years. Armenia murdering babies in Hocalı 30 years ago continues to do the same. If there are humans who can see this view and keep silent, then keep! We won't be quiet! https://t.co/BQJzY9RHmS"
"122",2020-10-17,"AzerbaijanMFA","Commemoration of civilian victims of #PrayforGanja who lost their lives as a result of missile attacks by #Armenia|n Armed Forces on 17.10.2020.
We share the grief of families of victims. May they rest in Peace. 
We wish a speedy recovery for injured ones.
#StopArmenianTerrorism https://t.co/tOdFO5Id4S"
"123",2020-10-17,"AzerbaijanMFA","Bombing civilians is against international humanitarian law.
The @TurkicCouncil condemns #Armenia’s new arbitrary attacks by ballistic missiles on #GanjaCity &amp; 🇦🇿 civilians.
Armenia is ought to stop attacking civilians &amp;  withdraw its occupying forces from 🇦🇿 lands. https://t.co/flSeNSZfWN"
"124",2020-10-17,"AzerbaijanMFA","Talking Photos from Ground Zero. No words! No Comments!
Armenia's barbaric attack to civilians with missiles in Ganja. https://t.co/lqI5CNTgGv"
"125",2020-10-17,"AzerbaijanMFA","A large number of Armenian armed forces were destroyed by accurate strikes... https://t.co/rvztDD8uIx via @YouTube 

#KarabakhisAzerbaijan  
#LongLiveAzerbaijan
#LongLiveAzerbaijanArmy"
"126",2020-10-17,"AzerbaijanMFA","2. Armenian Army, in great despair, is committing a new crime against humanity every day. Those who remain silent to such massacres will take their place in the tainted pages of history. We wish Allah’s mercy upon our martyrs and swift recovery to our injured brothers and sisters https://t.co/f4vdJulZ6I"
"127",2020-10-17,"AzerbaijanMFA","Armenia still commits war crimes&amp;massacres civilians. Kills innocent people incl. children.Silence against this atrocity equals sharing responsibility of these murders.Those who have no humanity will be held accountable for their crimes.Will always stand by brotherly #Azerbaijan."
"128",2020-10-17,"AzerbaijanMFA","We are on the way to Ganja with diplomatic corps and military attaches. Let the international community see barbaric acts of Armenia against civilians. #Armenia can't run from its responsibility. #GanjaCity"
"129",2020-10-17,"AzerbaijanMFA","#Armenia once again committed a #warcrime by attacking civilians in #Ganjacity of #Azerbaijan deliberately killing innocent people.

Armenia - a failed state! Supporting terror at the state level is a threat to regional security!

#StopArmenianAggression 
#StopAttackingCivilians https://t.co/V9Mm2nf9lG"
"130",2020-10-17,"AzerbaijanMFA","Azerbaijan’s glorious Army has liberated Gochehmedli, Chimen, Chuvarli, Pirehmedli, Musabeyli, Ishigli and Dedeli villages of Fuzuli district and the city of Fuzuli. Long live Azerbaijan’s Army! Karabakh is Azerbaijan!"
"131",2020-10-17,"AzerbaijanMFA","President Ilham Aliyev: Füzuli region of Azerbaijan is liberated from the occupation. Füzuli is ours as well as it's surrounding villages. The strongest and fortified defence line of Armenia destroyed.  Liberation of Füzuli will go into military history books."
"132",2020-10-17,"AzerbaijanMFA","UPDATE: 13 killed, including 3 kids among the killed civilians, 52 wounded as a result of #Armenia’s missile #attack on #Ganjacity. Search and rescue operations continue. 

#StopArmenianAggression
#StopAttackingCivilians
#GanjaStrong
#PrayForGanjaCity https://t.co/r042jsVnww"
"133",2020-10-17,"AzerbaijanMFA","URGENT Starting from the morning hours the armed forces of #Armenia grossly #violating the humanitarian #ceasefire regime are subjecting to fire the territories of #Terter, #Aghdam, #Barda and #Aghjabadi regions.

@wwwmodgovaz"
"134",2020-10-17,"AzerbaijanMFA","Continuous #aggression of #Armenia, cruel attacks on the #civilians must be stopped and the international community should not turn a blind eye to these inhuman acts by Armenia against the people of #Azerbaijan.

MFA Statement https://t.co/c9oA5VaWL1"
"135",2020-10-17,"AzerbaijanMFA","❗️#Armenia’s another heinous missile attack on #Ganja city of #Azerbaijan. 12 civilians killed, including 2 minors, more than 40 seriously injured. Rescue operations continue.
This is #CrimeAgainstHumanity!

#StopArmenianAggression
#StopKillingCivilians
#PrayForGanja"
"136",2020-10-16,"AzerbaijanMFA","According to ANAMA missiles fired  to Ganja is SCUD/Elbrus Operative-Tactical Ballistic Missile. Fragments from the impact zone prove it. Targeting SCUD missile against densely populated civilians shows complete immorality and schizophrenic mindset of Armenia's pol-mil leaders https://t.co/zXGbKmyvzS"
"137",2020-10-16,"AzerbaijanMFA","The ballistic missiles have been fired from the territory of Armenia against the city of Ganja. It is far away from combat zone. There was no military necessity. Armenia's foreign ministry in vile manner attempts to deny its state responsiblity for this nefarious warcrimes. https://t.co/JC3jvLtKDL"
"138",2020-10-16,"AzerbaijanMFA","UPDATE: 35 civilians have been wounded and 5 civilians killed as a result of Armenia's missile attacks to Ganja. 2 kids are among the dead. Emergency works are still going on. Armenia's terror and WarCrimes continues. https://t.co/2WcLkeqVpB"
"139",2020-10-16,"AzerbaijanMFA","Innocent civilians in the second biggest city of Azerbaijan are under the indiscriminate and targeted missile attack of Armenia. Unscrupulous calls for humanitarian ceasefire should see these war crimes of #Armenia. According to initial info more than 20 houses destroyed. https://t.co/fznh82kqur"
"140",2020-10-16,"AzerbaijanMFA","New missiles systems have been brought to Armenia. Immediately they started to attack civilians in Azerbaijani cities in treacherous and cruel manner. In Ganja casualties among civilians are reported. Manifestation of Armenia's state policy of terror."
"141",2020-10-16,"AzerbaijanMFA","NOW: Hiding itself behind humanitarian truce armed forces of Armenia continue its practice of terror and war crimes. 
Ganja and Mingachevir cities of Azerbaijan came under missile attacks. Casualties and damages to be identified."
"142",2020-10-16,"AzerbaijanMFA","Informed @UN SG @antonioguterres on the latest escalation in the region and violation of humanitarian ceasefire by #Armenia. Highlighted serious civilian casualties as a result of Armenia’s deliberate shelling.

🔗 https://t.co/sAlBRdz7i4 https://t.co/ULvuVJsL8l"
"143",2020-10-16,"AzerbaijanMFA","Press-release of the Press Service Department of the MFA of the Republic of Azerbaijan on the visit of the member of the Russian State Duma to the occupied territories of the Republic of Azerbaijan
⬇️⬇️⬇️
https://t.co/HSW9jff1b5"
"144",2020-10-16,"AzerbaijanMFA","Comment by the Press Service Department of the MFA of the Republic of Azerbaijan on the statement made by the Foreign Minister of Armenia during the press briefing on 16 October 2020
⬇️⬇️⬇️
https://t.co/Coq8jVEsde"
"145",2020-10-16,"AzerbaijanMFA","Informed my colleague @BiseraTurkovic on the new act of aggression by #Armenia against Azerbaijani #civilians &amp; deliberate targeting of the peaceful population of 🇦🇿 by Armenian armed forces.

Highly appreciate support of #BosniaandHerzegovina to the just position of #Azerbaijan. https://t.co/Gt1yfX5rJC"
"146",2020-10-16,"AzerbaijanMFA","Statement by the Delegation of the Republic of Azerbaijan to the @OSCE at the 1285th Meeting of the Permanent Council on the continued #attacks by #Armenia against #civilian population of #Azerbaijan. https://t.co/jflRqZAZ4y"
"147",2020-10-16,"AzerbaijanMFA","Azerbaijan’s glorious Army has liberated Khirmanjig, Agbulag and Akhullu villages of Khojavend district. Long live Azerbaijan’s Army! Karabakh is Azerbaijan!"
"148",2020-10-16,"AzerbaijanMFA","For the Azerbaijani people, it is a liberation war. For Armenia, it is a war of occupation. Armenia’s occupation forces are on Azerbaijan’s internationally recognized territory. There is no way to justify it."
"149",2020-10-16,"AzerbaijanMFA","Urgent! #Armenia's forces launched a #missile strike from the occupied Gubadli region of #Azerbaijan targeting the #Ordubad region in #Nakhchivan AR🇦🇿.

#StopArmenianOccupation 
#StopArmenianAggression 
#KarabakhIsAzerbaijan"
"150",2020-10-16,"AzerbaijanMFA","Hundred of thousands of children in #Azerbaijan suffer from the ongoing #ArmenianAggression.

We call the international community to react publicly to the deliberate #targeting by #Armenia of #children &amp; educational facilities in 🇦🇿.

Read more: https://t.co/7SqxCVUzYE"
"151",2020-10-16,"AzerbaijanMFA","Continuous daily violation of ceasefire by #Armenia's occupation forces. #Aghdam, #Aghjabadi, #Goranboy, and #Tartar regions of #Azerbaijan are under artillery attacks. 

#StopArmenianAggression 
#StopAttackingCivilians 
#KarabakhIsAzerbaijan"
"152",2020-10-15,"AzerbaijanMFA","Press Release Regarding Armenia’s Attacks on Terter City of Azerbaijan https://t.co/9GrKaxn6MS"
"153",2020-10-15,"AzerbaijanMFA","Informed my #Iran|ian colleague @JZarif on the latest situation in the region over the phone conversation. Stressed the violation of humanitarian ceasefire &amp; shelling the peaceful population by armed forces of #Armenia, which constitutes a war crime! https://t.co/ocO493j3e8"
"154",2020-10-15,"AzerbaijanMFA","On 15 October 2020 the armed forces of Armenia in a blatant violation of the humanitarian ceasefire continued deliberate shelling the densely populated Azerbaijani residential areas and civilians.

Press-release of the Press Service Department https://t.co/m6KlZGw34H"
"155",2020-10-15,"AzerbaijanMFA","Discussed latest situation in region w/Minister for European Neighborhood &amp; Americas of #UK, @morton_wendy. Informed my counterpart on blatant violation by #Armenia of humanitarian ceasefire, stressed indiscriminate targeting of Azerbaijani civilians far from the conflict zone. https://t.co/5eUsFpqOhB"
"156",2020-10-15,"AzerbaijanMFA","Had a phone conversation with the Minister of Foreign Affairs of the #CzechRepublic @TPetricek. Informed my #Czech colleague on the continuous violation of the humanitarian ceasefire by the armed forces of #Armenia &amp; deliberate shelling of Azerbaijani peaceful population. https://t.co/K6nxUxeRzM"
"157",2020-10-15,"AzerbaijanMFA","Azerbaijan’s glorious Army has liberated Arish village of Fuzuli district, Doshulu village of Jabrayil district, and Edishe, Dudukchi, Edilli and Chiraguz of Khojavend district. Long live Azerbaijan’s Army! Karabakh is Azerbaijan!"
"158",2020-10-15,"AzerbaijanMFA","Another act of #barbarism by #Armenia's occupying forces!

The cemetery have been shelled by artillery fire during burial ceremony in #Azerbaijan's #Tartar region: 3 #civilians #killed, 5 injured.

#StopArmenianVandalism 
#StopArmenianAggression 
#KarabakhisAzebaijan https://t.co/9I32Id4u6j"
"159",2020-10-15,"AzerbaijanMFA","After a failed overnight attempt to seize some military positions of the #Azerbaijan/i Army, #Armenia's occupation forces shelled civilian targets beyond the conflict zone in #Aghdam, #Aghjabadi, #Goranboy, and #Tartar regions. Casualties reported.

#StopArmenianAggression"
"160",2020-10-14,"AzerbaijanMFA","Had a telephone conversation w/the Minister of Foreign Affairs of #Russia Sergey Lavrov. Informed my Russian counterpart of the latest tensions in the region &amp; stressed that the political-military leadership of #Armenia bears full responsibility for the escalation in the region. https://t.co/sioRhFHXsz"
"161",2020-10-14,"AzerbaijanMFA","1 killed and 6 injured in the shelling of #Tartar town today. Daily attacks on the civilians of #Azerbaijan by #Armenia's occupying forces continue.

#StopArmenianAggression  
#StopAttackingCivilians
#StopArmenianOccupation"
"162",2020-10-14,"AzerbaijanMFA","URGENT! The Azerbaijani state TV @aztvresmi car in #Tartar under artillery fire by #Armenia's occupation forces. The driver, Namig Gambarov wounded.

#StopArmenianAggression 
#StopAttackingCivilians 
#KarabakhIsAzerbaijan https://t.co/vwqbwImk9U"
"163",2020-10-14,"AzerbaijanMFA","Morning shelling of #Tartar by #Armenia. Adalat Akhundov (51), killed after artillery strikes hit his home.

#StopArmenianAggression
#StopAttackingCivilians
#KarabakhIsAzerbaijan"
"164",2020-10-14,"AzerbaijanMFA","Imminent threat of other devastating missile attack against #Gandja was prevented in time. #Armenia's ready to launch ballistic missiles used to attack civilians were neutralized on Oct 14 in accordance with #Azerbaijan's inalienable right to self-defense. #StopArmenianAggression https://t.co/bNoLMNQcu5"
"165",2020-10-13,"AzerbaijanMFA","Received a copy of credentials of the newly appointed Ambassador of the #Netherlands to #Azerbaijan, Pauline @Eizema.

Exchanged views on bilateral 🇦🇿🇳🇱 cooperation. The new act of #AmenianAggression against #Azerbaijani #civilians was brought to the attention of the Ambassador. https://t.co/AssFlf77MW"
"166",2020-10-13,"AzerbaijanMFA","Comment by the Press Service Department of the Ministry of Foreign Affairs of the Republic of Azerbaijan on the statement of the Foreign Minister of Armenia during the press briefing in Moscow.
⬇️⬇️⬇️
https://t.co/LX9avyHEsF"
"167",2020-10-13,"AzerbaijanMFA","URGENT! Morning shelling of Aghdam, Goranboy, Tartar and Aghjabedi regions of #Azerbaijan by armed forces of Armenia. #Armenia violating its own commitment to humanitarian ceasefire.

#KarabakhIsAzerbaijan
#StopArmenianAggression
#StopAttackingCivilians"
"168",2020-10-12,"AzerbaijanMFA","Children are innocent victims of war! #ChildrenUnderAttack @UNICEF @ICRC @hrw 

#StopKillingCivilians 
#StopArmenianAggression 
#WarCrimes 
#KarabakhIsAzerbaijan 
#GanjaStrong https://t.co/BdN2j2ZFXR"
"169",2020-10-12,"AzerbaijanMFA","With @AzerbaijanMFA taking diplomatic corps, Ambassadors, Head of Delegations, Military attaches, Head of International Org to #Ganja and #Mingachevir. Crime scenes of #Armenia's reckless missile attacks to innocent civilians and critical energy infrastructure. #PrayForGanja"
"170",2020-10-12,"AzerbaijanMFA","URGENT! #Armenia's occupying forces shelling civilian settlements in #Aghdam, #Goranboy and #Tartar regions of #Azerbaijan during humanitarian ceasefire.

#StopArmenianAggression
#StopAttackingCivilians
#KarabakhIsAzerbaijan"
"171",2020-10-11,"AzerbaijanMFA","A telephone conversation took place between @bayramov_jeyhun &amp; the Minister of Foreign Affairs of the Kingdom of Saudi Arabia @FaisalbinFarhan.

The Foreign Minister of #SaudiArabia reiterated his country's support for #Azerbaijan's territorial integrity.

https://t.co/azh2LWo6Oy https://t.co/yC5wYGyt9z"
"172",2020-10-11,"AzerbaijanMFA","That missile attack was launched from Armenia’s Vardenis district. In last two weeks 41 Azerbaijanis were killed and over 200 people wounded."
"173",2020-10-11,"AzerbaijanMFA","The Armenian side aims to recapture the liberated territories. Armenia’s political-military leadership bears a responsibility for perpetrated crimes. The Azerbaijani side will give a befitting retaliation!"
"174",2020-10-11,"AzerbaijanMFA","Armenia has blatantly violated the ceasefire regime and launched a missile attack on innocent residents in the city of Ganja. This is a war crime and gross violation of the Geneva Conventions."
"175",2020-10-11,"AzerbaijanMFA","It is a disrespect to the negotiations under Russia’s mediation and another embodiment of Armenian fascism. These heinous actions can never break the will of the Azerbaijani people!"
"176",2020-10-11,"AzerbaijanMFA","The @TurkicCouncil strongly condemns indiscriminate bombing of Azerbaijani cities &amp; civilians by armed forces of #Armenia, which is clear violation of international law. Such attacks must stop and the occupying forces must leave internationally recognized lands of #Azerbaijan https://t.co/EXofHxQSEd"
"177",2020-10-11,"AzerbaijanMFA","Drones captured the wreckage of Armenia’s attack on Azerbaijan’s second-largest city, Ganja. At least seven people were killed and several others injured by the shelling which took place within 24 hours after a ceasefire https://t.co/FWegQlLpHW"
"178",2020-10-11,"AzerbaijanMFA","❗️Despite the agreed humanitarian ceasefire #Ganja, 2nd largest city of #Azerbaijan far beyond the frontline, came under rocket fire by Armenian armed forces on the night of Oct 11.

#Armenia's attack #killed seven #civilians &amp; injured 34 others, including minors.

#GanjaStrong https://t.co/kzdgeqFYWE"
"179",2020-10-11,"AzerbaijanMFA","On the night of October 11, #Ganja, the second largest city in #Azerbaijan and far beyond the frontline, came under rocket fire by the Armenian armed forces. The attack killed seven civilians and injured 39 others, including minors.

MFA's Statement https://t.co/ilzMzdlwhg"
"180",2020-10-11,"AzerbaijanMFA","URGENT! New nightly missile attack by #Armenia/n forces on residential area of #Ganja, second largest city of #Azerbaijan. 7 dead 33 wounded, including kids reported. 

#StopArmenianAgression #StopArmenianOccupation #KarabakhIsAzerbaijan https://t.co/1lAMTJm9Tp"
"181",2020-10-10,"AzerbaijanMFA","The main goal of Moscow negotiations was to agree the humanitarian ceasefire. Occupational forces of #Armenia continued military activities, including attack on #Azerbaijan/i positions after noon today in contradiction to the agreement in #Moscow."
"182",2020-10-10,"AzerbaijanMFA",".@HikmetHajiyev : “Our goal remains to achieve territorial integrity of our country within its internationally recognized borders. The sustainable peace is not achievable until full withdrawal of #Armenia’s occupational forces from #Azerbaijan.”

#KarabakhisAzerbaijan"
"183",2020-10-10,"AzerbaijanMFA","Hikmat Hajiyev: “Temporary humanitarian ceasefire achieved as a result of political will of the 🇦🇿 President Ilham Aliyev. But Armenia continues to break it even today.”

#StopArmenianAggression
#StopArmenianOccupation
#KarabakhisAzerbaijan"
"184",2020-10-10,"AzerbaijanMFA","The media briefing with participation of Foreign Minister Jeyhun Bayramov and Assisstant to the President, head of the Foreign Policy Affairs Department of the Presidential Administration Hikmat Hajiyev has just started.

#KarabakhisAzerbaijan https://t.co/lvWlXnjTbp"
"185",2020-10-10,"AzerbaijanMFA","#Aghdara-#Tartar and #Fizuli-#Jabrail front are currently under artillery attack by occupying #Armenia’s army even after agreed humanitarian ceasefire.

#StopArmenianAggression
#StopAttackingCivilians
#KarabakhIsAzerbaijan https://t.co/bGNSfTHM2K"
"186",2020-10-09,"AzerbaijanMFA","Today a video statement by FM @Bayramov_Jeyhun was made at the Non-Aligned Movement virtual ministerial meeting.

In a special declaration, NAM member states reiterated their principled support for 🇦🇿's independence, sovereignty and territorial integrity.

https://t.co/7KGkKhJysA"
"187",2020-10-09,"AzerbaijanMFA","Under the guise of humanitarian aid, weapons are transported by means of civil aviation to #Armenia by its aircrafts.

Information of the Press Service Department of the Ministry of Foreign Affairs of the Republic of #Azerbaijan: https://t.co/IjwtOmq6cR"
"188",2020-10-09,"AzerbaijanMFA",".@MFAofArmenia's statement on targeting of places of religious worship &amp; cultural monuments in occupied #Shusha city by armed forces of #Azerbaijan is another false accusation &amp; provocation of #Armenia aimed at diverting the attention of intl. community.

https://t.co/n7MDrIIiTQ"
"189",2020-10-09,"AzerbaijanMFA","Asadov Samir 1982, from #Fizuli regional base of @ANAMA_gov_az was seriously wounded &amp; hospitalized today as a result of attack by #Armenia/n armed forces.

❗️Not only civilians, but also members of Humanitarian Demining Agency ensuring the safety of civilians are being targeted. https://t.co/kfMw6K0q1x https://t.co/R9xYmYh1ns"
"190",2020-10-09,"AzerbaijanMFA","#Mingachevir and #Aghjabedi regions are being intensively shelled by Armenian armed forces. 

❗️There hasn't been a single day without #Armenia #targeting #civilians since September 27.

#KarabakhIsAzerbaijan 
#StopArmenianAggression 
#StopAttackingCivilians"
"191",2020-10-09,"AzerbaijanMFA","#Azerbaijan National Agency for Mine Action @ANAMA_gov_az cleared 29 unexploded missiles in 8 regions of Azerbaijan outside the conflict zone since September 27.

#StopArmenianAggression
#StopAttackingCivilians
#KarabakhIsAzerbaijan"
"192",2020-10-08,"AzerbaijanMFA","Environmental terror created by #Armenia is finally over. After 30 years of artificial diversion, now the freed Tartar river flows to the regions of Tartar, Goranboy, and Yevlakh with the ecosystem being restored. 

#KarabakhIsAzerbaijan
#WeWillRebuildKarabakh"
"193",2020-10-08,"AzerbaijanMFA","Calls for a unilateral ceasefire do not serve to resolve the conflict, but to maintain the status quo based on occupation.

Comment on the statement of the Minister of Foreign Affairs of the Federal Republic of Germany @HeikoMaas: https://t.co/aLi0yzgKOy"
"194",2020-10-08,"AzerbaijanMFA","The occupying army of #Armenia launched Tockha-U missile strikes on the residential areas (school and restaurant) of #Barda, a city of 50,000 people. 7 injured civilians reported.

#StopArmenianAggression 
#StopAttackingCivilians 
#KarabakhIsAzerbaijan"
"195",2020-10-08,"AzerbaijanMFA","❗️Late night and morning shelling of civilian settlements in Ganja, Barda, Aghjabadi, Aghdam, Tartar, and Goranboy by #Armenia's occupation forces. Casualties reported. 

#StopArmenianAggression
#StopAttackingCivilians
#KarabakhIsAzerbaijan"
"196",2020-10-08,"AzerbaijanMFA","On October 7, 2020, a telephone conversation took place between Azerbaijani Foreign Minister @bayramov_jeyhun and Federal Foreign Minister @HeikoMaas. The sides exchanged views on the current situation in the region.

https://t.co/6gWBeH5pko https://t.co/A4VmbO4dUT"
"197",2020-10-07,"AzerbaijanMFA","Zarifa Aliyeva (75) killed after artillery strike by #Armenia's occupation forces landed on her home in #Aghdam.

#StopArmenianAggression
#StopAttackingCivilians
#KarabakhIsAzerbaijan"
"198",2020-10-06,"AzerbaijanMFA","❗️#Armenia/n forces attempted to hit Baku-Tbilisi-Ceyhan oil pipeline in #Yevlakh region. Security and safety risks that Armenian political leadership creates in the region should no longer be neglected.

#StopArmenianAggression
#StopAttackingCivilians
#KarabakhIsAzerbaijan"
"199",2020-10-06,"AzerbaijanMFA","Yevlakh (+100 km away from the border), Beylagan and Goranboy regions are being shelled by Armenian occupation forces. There hasn't been a single day without Armenia targeting civilians since September 27.

#KarabakhIsAzerbaijan 
#StopArmenianAggression 
#StopAttackingCivilians"
"200",2020-10-06,"AzerbaijanMFA","On October 5, 2020, the telephone conversation took place between Minister @Bayramov_Jeyhun and @MHaneefAtmar, Minister of Foreign Affairs of #Afghanistan.

🇦🇫's support to the sovereignty and territorial integrity of #Azerbaijan was highly appreciated.

https://t.co/jVAz4eA8CB https://t.co/Jul7qcQ5rp"
"201",2020-10-05,"AzerbaijanMFA","The telephone conversation took place between the Minister of Foreign Affairs of the Republic of #Azerbaijan @Bayramov_Jeyhun and the Minister of Foreign Affairs of the #RussianFederation Sergey Lavrov.

Read more: https://t.co/58jZXL6T3I https://t.co/4fPDtlv0H2"
"202",2020-10-05,"AzerbaijanMFA","Telephone conversation took place between the FM @Bayramov_Jeyhun &amp; Deputy Secretary of State of the #USA Stephen Biegun.

#Armenia's blatant #violation of international #humanitarianlaw &amp; deliberate shelling of 🇦🇿i civilians was brought to the attention.

https://t.co/S4VOjfJ20d https://t.co/uO4pqijNYV"
"203",2020-10-05,"AzerbaijanMFA","FM @Bayramov_Jeyhun had a telephone conversation with FM of #Finland Pekka Haavisto.

Minister @Haavisto was informed about the latest tensions in the region, especially #Armenia’s deliberate #shelling the #Azerbaijani #civilians and civilian objects.

https://t.co/FB90tuVGkz https://t.co/ujSwbtWXgc"
"204",2020-10-05,"AzerbaijanMFA","The telephone conversation took place between Azerbaijani Foreign Minister @Bayramov_Jeyhun and Foreign Minister @JY_LeDrian. The sides exchanged views on the current situation in the region.

Read more: https://t.co/beLPOjr2ZV https://t.co/yVbBX6uEYg"
"205",2020-10-05,"AzerbaijanMFA","Elshan Ibrahimov (26) and Ayan Ibrahimov (5), both heavily injured after one of the 3 missiles launched by occupying forces of #Armenia hit their home in #Aghjabadi (100 km from the border).

#KarabakhIsAzerbaijan
#StopArmenianAggression
#StopAttackingCivilians"
"206",2020-10-05,"AzerbaijanMFA","As a result of shelling by Armenian forces, Shahriyar Mehdiyeva KILLED near the Central Hospital in Barda (90 km away from the border).
3 injured civilians.

#KarabakhisAzerbaijan 
#StopArmenianAggression 
#StopAttackingCivilians https://t.co/V7BAvQmcEN"
"207",2020-10-05,"AzerbaijanMFA","As a result of #Armenia’s artillery and missile attacks, 24 Azerbaijani #civilians were #killed, 121 injured, more than 300 residential buildings and civilian objects destroyed.

Press Release of the MFA of #Azerbaijan:
https://t.co/UWTbk6VB19. https://t.co/lbnbPF6Hjp"
"208",2020-10-05,"AzerbaijanMFA","URGENT❗️ Missile attacks on #Ganja (500,000 residents) from the #Berd region of #Armenia.

This is the 2ND DAY of the continuous attacks on a city far OUTSIDE OF THE CONFLICT ZONE!

#KarabakhIsAzerbaijan 
#StopArmenianAgression 
#StopAttackingCivilians"
"209",2020-10-05,"AzerbaijanMFA","❗Morning shelling of #Barda, #Beylagan, and #Tartar regions of #Azerbaijan. Heavy artillery used by Armenian occupation forces.

#KarabakhIsAzerbaijan
#StopArmenianAggression
#StopAttackingCivilians"
"210",2020-10-05,"AzerbaijanMFA","Information of the Press Service Department of the MFA of #Azerbaijan on the telephone conversation of Minister @Bayramov_Jeyhun with the #EU High Representative for Foreign Affairs and Security Policy @JosepBorrellF.
⬇️⬇️⬇️
https://t.co/rcUp0rpBpG https://t.co/QQtAml0lZ1"
"211",2020-10-04,"AzerbaijanMFA","❗Armenian forces launched missiles in an attempted attack on Mingachevir (more than 100K residents), an industrial city located +100 km from the border. 

#KarabakhIsAzerbaijan
#StopArmenianAggression
#StopAttackingCivilians"
"212",2020-10-04,"AzerbaijanMFA","Armenia's state terror against Azerbaijani civilians continues. Minutes ago Armenia's armed forces launched missile attack against #Mingachevir industrial city of Azerbaijan. Mingachevir hosts water reservoir and key electricity plant. Barbaric expression of desperation."
"213",2020-10-04,"AzerbaijanMFA","On the initiative of the Minister of Foreign Affairs of the Republic of #Azerbaijan a telephone conversation took place between Minister @Bayramov_Jeyhun and @OSCE Minsk Group co-chair of the #USA Andrew Schofer.

Read more: https://t.co/i9rWb5fbk1 https://t.co/yDNQt3jLQi"
"214",2020-10-04,"AzerbaijanMFA","❗Farid Isgandarov (14) found dead under the debris caused by heavy artillery strikes of the #Armenia/n army to the region of #Aghjabadi (100 km away from the border). He is 25th victim of #ArmenianTerror since September 27.

#KarabakhIsAzerbaijan
#StopArmenianAggression https://t.co/lJGk4zYmNj"
"215",2020-10-04,"AzerbaijanMFA","URGENT ❗️ Aghjabadi, Aghdam, and Barda regions of Azerbaijan are under ongoing heavy artillery attack by the Armenia’s army. Civilian casualties reported.

#KarabakhIsAzerbaijan
#StopArmenianAggression
#StopAttackingCivilians"
"216",2020-10-04,"AzerbaijanMFA","Today Azerbaijan’s Army has liberated from occupation the city of Jabrayil and several surrounding villages. Long live Azerbaijan’s Army! Karabakh is Azerbaijan!"
"217",2020-10-04,"AzerbaijanMFA","Azerbaijan Armed Forces declare: we ensure all the conditions for the civilians not to suffer from fighting and  be evacuated from combat area without hindrance. They'll be treated IAW the requirements of the Geneva Convention and all their  rights will be protected."
"218",2020-10-04,"AzerbaijanMFA","The targets of the Azerbaijan Army are the military facilities, mil. infrastructures, fire positions and the units of Armenian Army loc. in occupied Azerbaijan territories. 
In this regard, we call on the civilian population living in these areas to stay away from the combat zone"
"219",2020-10-04,"AzerbaijanMFA","The #Military #Command of #Azerbaijan announces!
We addressing the Armenian citizens of our country living in the settlements in combat zone - the Mil. Com. of Azerbaijan declares that the #Azerbaijan #Army does not target civilian people, civilian facilities and infrastructure."
"220",2020-10-04,"AzerbaijanMFA","On the initiative of the Azerbaijani Foreign Minister a telephone conversation took place between Minister @Bayramov_Jeyhun and @OSCE Minsk Group co-chair of #Russia Igor Popov.

Read more: https://t.co/WlEmK198UY https://t.co/ZGtoeiCW4L"
"221",2020-10-04,"AzerbaijanMFA","Upon the initiative of the Minister of Foreign Affairs of the Republic of #Azerbaijan the telephone conversation took place between Foreign Minister @Bayramov_Jeyhun and @OSCE Minsk Group co-chair of #France Stephane Visconti.

Read more: https://t.co/t4zv3734P0. https://t.co/QmSQjhyeiN"
"222",2020-10-04,"AzerbaijanMFA","The second biggest city of #Azerbaijan, #Ganja was under rocket fire from the territory of #Armenia.

Read the Press-release on #rocketshelling the Azerbaijani #civilians and civilian infrastructure by Armenia:
https://t.co/l5wHlj7mx5. https://t.co/iEjXNjAEcd"
