"","created_at","screen_name","text"
"105",2020-10-22,"MFAofArmenia","We call on #Azerbaijan and its supporter #Turkey not to undermine the efforts of the international community to establish a verifiable #ceasefire regime, and not to engage in their traditional policy of blame shifting. https://t.co/3mOdo9Pb1B"
"106",2020-10-22,"MFAofArmenia","Consistently pursuing position of excluding military settlement of conflict, #Armenia once again emphasize that #NagornoKarabakh conflict can be resolved exclusively by peaceful means, w/in the framework of #OSCE MGCC, which holds intl mandate.
https://t.co/JGh2IpgZZg"
"107",2020-10-22,"MFAofArmenia","In an open letter to the #Netherlands @MinPres, @ministerBlok, Parliament and political parties,
#Dutch intellectuals call for immediate action to stop #Azerbaijan aggression and #RecognizeArtsakh 
https://t.co/4Es7t7ssbM"
"108",2020-10-21,"MFAofArmenia","Rep. @GraceNapolitano called on U.S. to officially recognize  independence of the Republic of #Artsakh. “Freedom is the only answer left for Artsakh’s survival – history-based, law-based, survival-based remedial secession. There can be no going back”,-she noted. #RecognizeArtsakh https://t.co/R4OBxgN0Ge"
"109",2020-10-21,"MFAofArmenia","📢 October 22: FM @ZMnatsakanyan will pay working visit to United States of #America. During the visit, meetings with #US State @SecPompeo &amp; a number of high-ranking US officials are scheduled. https://t.co/nad1f3Z4Yb"
"110",2020-10-21,"MFAofArmenia","FM of #Armenia @ZMnatsakanyan &amp; FM of #Russia Sergey Lavrov discussed situation in #NagornoKarabakh conflict zone &amp; implementation of agreements on cessation of hostilities. Minister Mnatsakanyan underlined establishment of #ceasefire maintained through verification mechanisms. https://t.co/Y9MaiXz91r"
"111",2020-10-20,"MFAofArmenia","In phone call w/@morton_wendy, FM @ZMnatsakanyan expressed deep concern that large-scale aggression of #Azerbaijan against #Artsakh is blatantly supported &amp; encouraged by #Turkey, which in turn is trying to advance its expansionist goals by destabilizing the regional security. https://t.co/ljA6YCo5tO"
"112",2020-10-20,"MFAofArmenia","FM @ZMnatsakanyan to @BBCNewshour:""Mil are entering our civilian settlements, mutilating bodies, beheading our compatriots. They have recruited terrorists from #Syria &amp; #Libya via #Turkey. We are again facing alone three enemies- Turkey, #Azerbaijan &amp; foreign terrorist fighters."" https://t.co/SpSWqravst"
"113",2020-10-19,"MFAofArmenia","#Armenia FM @ZMnatsakanyan, #Artsakh FM Masis Mayilian, @ArtsakhOmbuds &amp; @OmbudsArmenia briefed diplomatic corps accredited in #Armenia humanitarian situation in Artsakh, #warcrimes, gross violations of intl humanitarian law by #Azerbaijan in its aggression against Artsakh. https://t.co/2ehBCK5mjB"
"114",2020-10-19,"MFAofArmenia","In phone call w/#Estonia FM @UrmasReinsalu, FM @ZMnatsakanyan considered it unacceptable that #Azerbaijan blatantly neglects ceasefire agreements reached through mediation of #Russia &amp; #France. Sides stressed importance of implementing agreements on cessation of hostilities. https://t.co/dKht9uKJAz"
"115",2020-10-19,"MFAofArmenia","These are cruel &amp;terroristic methods. @OmbudsArmenia has recorded other cases of torture &amp;atrocities by #Azerbaijan AF, all data is duly documented &amp; will be presented to relevant intl bodies.Perpetrators of such criminal actions shld be punished by all means of intl criminal law https://t.co/aPDcd13Z5t"
"116",2020-10-19,"MFAofArmenia","We are committed to obligations set in #Moscow Statement &amp; Statement of Oct 17. By adhering to agreements reached, #Armenia maintains its right to undertake necessary measures to resolutely reject #Azerbaijan's intention to resolve conflict by mil means.
https://t.co/VSrGnf2zXu"
"117",2020-10-19,"MFAofArmenia","On morning of Oct 18, Azerbaijani armed forces launched large-scale attack on southern front. This is second ceasefire agreement that #Azerbaijan does not want or is unable to implement, at the same time manipulating intl community &amp; first &amp; foremost @OSCE MGCC countries. https://t.co/2a7EuwhSoL"
"118",2020-10-18,"MFAofArmenia","Just spoke to @ZMnatsakanyan. 🇨🇦 welcomes the humanitarian ceasefire in #NagornoKarabakh. It must be respected to prevent more civilian suffering. We call on external parties to stay out of this conflict &amp; support the creation of a verification mechanism by @OSCE Minsk Co-Chairs."
"119",2020-10-18,"MFAofArmenia","In phone call w/FM @FP_Champagne, FM @ZMnatsakanyan highly appreciated decision of #Canadian leadership to suspend export of strategic goods to #Turkey &amp; noted that Turkey's expansionist policy can only be opposed through resolute &amp; active efforts of intl community. https://t.co/tpYap9139r"
"120",2020-10-18,"MFAofArmenia","In phone conversation w/FM @JY_LeDrian, FM @ZMnatsakanyan highly appreciated personal contribution of #France and President @EmmanuelMacron in reaching ceasefire agreement, &amp; noted that mil-political leadership of #Azerbaijan continues large-scale mil aggression against #Artsakh. https://t.co/3CkEThBiLD"
"121",2020-10-18,"MFAofArmenia","#Artsakh has never been part of independent state of #Azerbajian and the latter’s territorial claims have no base under international law. Prevent Genocide. Recognize #Artsakh"
"122",2020-10-18,"MFAofArmenia","Destruction of residential buildings &amp; infrastructure threaten to cause humanitarian catastrophe in #NagornoKarabagh. Recognize #Artsakh, prevent further extermination. @France24_en 

https://t.co/jcH1QCKZKb"
"123",2020-10-18,"MFAofArmenia","In phone call w/#EU High Rep @JosepBorrellF, FM @ZMnatsakanyan expressed concern over vague position of some actors of intl community, emphasizing that such policy is viewed by #Azerbaijan as permissiveness to continue its aggression accompanied by violations of intl law. https://t.co/TY6bSAuS3h"
"124",2020-10-18,"MFAofArmenia","Humanitarian truce was agreed from this midnight. From 7.20am #Azerbaijan launches large scale offensive operation. Ripping up own commitments again puts on show dishonourable corrupt regime practices of #Baku"
"125",2020-10-18,"MFAofArmenia","#Armenia deplores this one-sided, biased and selective statement, which gives #Azerbaijan “clearance” to continue breaching with impunity the international law, including the international #humanitarianlaw &amp; international customary law. https://t.co/7pmytCtwja"
"126",2020-10-18,"MFAofArmenia","#Aliyev clan, which has turned itself into instrument of #Turkish expansionism, while being terrified of inevitable perspective of being accountable before its own people for unleashing war &amp; for numerous lives it has claimed, tries to postpone unavoidable moment of truth. https://t.co/B6OJQN0KCk"
"127",2020-10-18,"MFAofArmenia","After #Armenia &amp; #Azerbaijan reached agreement on establishment of humanitarian truce on Oct18, 2020, attempt was made to reach agreement to withdraw wounded soldiers from battlefield, through mediation of @ICRC, which was categorically rejected by #Baku.
https://t.co/VJ1pZzdGaj"
"128",2020-10-18,"MFAofArmenia","#Armenia will continue to undertake all necessary measures to impose peace on #Azerbaijan and establish a #ceasefire regime which will entail  precise and effective mechanisms for maintaining and verifying it on the ground. https://t.co/7tqnCgam2B"
"129",2020-10-18,"MFAofArmenia","This is second time that #Azerbaijan violates ceasefire agreement achieved through personal mediation of the leader of @OSCE Minsk Group Co-Chair country thus demonstrating to intl community its treacherous nature, which we have been dealing w/for decades.
https://t.co/pVVMESv1iw"
"130",2020-10-18,"MFAofArmenia","Defense Army of Republic of #Artsakh/#NagornoKarabakh stated that #Azerbaijan'i armed forces once again grossly violated new humanitarian truce agreed, and on Oct18 at 07:20, after active artillery fire, launched attack in southern direction in order to occupy favorable positions"
"131",2020-10-18,"MFAofArmenia","Once again violating the humanitarian ceasefire, the enemy fired artillery shells in the northern direction from 00:04 to 02:45, and fired rockets in the southern direction from 02:20 to 02:45."
"132",2020-10-17,"MFAofArmenia","STATEMENT: We welcome efforts of @OSCE MG co-chair countries &amp; of #Armenia towards ceasefire &amp; de-escalation of tension in #Azerbaijan-#Karabakh conflict zone. #Artsakh confirms readiness to observe humanitarian truce on reciprocal basis https://t.co/CAdmK55GqB #RecognizeArtsakh"
"133",2020-10-17,"MFAofArmenia","#Armenia &amp; #Azerbaijan have agreed to humanitarian truce as of Oct 18th,00h00 local time. Decision was taken following statement of Presidents of #France, #Russia &amp; #US-@OSCE MGCC countries, of 1 Oct 2020, Statement by OSCE MGCCs of 5 Oct, &amp; in line w/#Moscow Statement of 10 Oct."
"134",2020-10-17,"MFAofArmenia","@OSCE PC upon initiative of #Armenia ""Aggression of Azerbaijan against Artsakh and Armenia with direct involvement of Turkey and foreign terrorist fighters"" has been discussed. PermRep @ArmenS_Papikyan in his statement updated the pStates on current situation on the ground https://t.co/jwGxMNwL2l"
"135",2020-10-17,"MFAofArmenia","At #UNGA75 sixth/legal committee, #Armenia recalls origin of term #CrimesAgainstHumanity first used by #AlliedPowers in 1915. Impunity and history of past crimes can be precursors to new ones as demonstrated by violence unleashed by Azerbaijan and Turkey against #NagornoKarabakh. https://t.co/xeyB4wUJ4m"
"136",2020-10-16,"MFAofArmenia","Consistent attempts of #Azerbaijan to extend geography of conflict, thus irreversibly undermining regional #security should be condemned in the strongest terms. Any encroachment against the territorial integrity of the Republic of #Armenia will receive an adequate response. https://t.co/mR2S0QKVri"
"137",2020-10-16,"MFAofArmenia","#Azerbaijani side disseminated provocative &amp; false allegation on shelling of #Ordubad in #Nakhijevan Autonomous Republic by Armenian armed forces. In line w/their traditional behaviour, wave of such disinfo was followed by real aggression against sovereign territory of #Armenia. https://t.co/700gO7Wemt"
"138",2020-10-16,"MFAofArmenia","According to preliminary data, three civilians are wounded in #Shosh community of #Askeran region of #Artsakh. The condition of one of the injured is assessed as severe. The community suffered great material damages. Details are being clarified.

Photos: David Ghahramanyan https://t.co/PwZJ9ORlzk"
"139",2020-10-16,"MFAofArmenia","Spox of #Armenia MoD @ShStepanyan no fire of any type has been fired from the territory of the Republic of Armenia or by the Armed Forces of Armenia in the direction of the territory of Azerbaijan."
"140",2020-10-16,"MFAofArmenia","An interview of Ambassador @TMkrtchyan to the Latvian RīgaTV 24 @RIGATV24 about the war in #NagornoKarabakh (in English with Latvian subtitles)․ @MFAofArmenia
https://t.co/jwcnAUSHrD"
"141",2020-10-16,"MFAofArmenia","FM of #Armenia @ZMnatsakanyan met w/FM of #Greece @NikosDendias. Discussed bilat agenda, coop in intl platforms [#NATO, #EU]. Touched upon issues of regional and intl peace &amp; stability, emphasizing that #Turkey’s expansionist policy is a serious threat both regionally &amp; globally. https://t.co/F0ai2j6l3p"
"142",2020-10-16,"MFAofArmenia","FM @ZMnatsakanyan at joint press-conference w/FM @NikosDendias:""Irreversible decision of #Azerbaijani leadership to turn their country into #Turkey's zone of influence &amp; a spot of intl terrorist groups for maintaining their authority in country is great threat for reg security."" https://t.co/rp6xUC3vXv"
"143",2020-10-16,"MFAofArmenia","For the people of Artsakh this is a struggle for life and freedom, for Azerbaijan and its totalitarian leadership this is a war to strengthen grip on power and annihilate indigenous people of Artsakh. Artsakh is destined to prevail over death and hatred."
"144",2020-10-16,"MFAofArmenia","🔴 Watch the joint press-conference of the FMs of #Armenia &amp; #Greece, @ZMnatsakanyan &amp; @NikosDendias with the below-mentioned link ⬇️

https://t.co/rzaZE3vPyt"
"145",2020-10-16,"MFAofArmenia","FM @ZMnatsakanyan welcomes at @MFAofArmenia his colleague, FM of #Greece @NikosDendias, who pays a working visit to #Armenia. The meeting of two FMs will be followed by a joint press-conference. https://t.co/DGU6wQaJOH"
"146",2020-10-16,"MFAofArmenia","Working visit of the FM of #Greece @NikosDendias to #Armenia commenced. The delegation headed by Minister Dendias visited the #ArmenianGenocide Memorial &amp; paid tribute to the memory of the innocent victims. https://t.co/YBgMPeGziB"
"147",2020-10-16,"MFAofArmenia","In phone conversation w/@UN SG @antonioguterres, FM @ZMnatsakanyan presented humanitarian situation in #Artsakh, emphasizing urgent provision of access to humanitarian aid by relevant #UN bodies on the ground to address priority needs of Artsakh ppl in accordance w/UN goals. https://t.co/3Y0ss1hqQg"
"148",2020-10-16,"MFAofArmenia","FM of #Armenia @ZMnatsakanyan underscored that #Azerbaijani aggression against #Artsakh emphasizes the priority of ensuring existential security of Artsakh ppl through full realization &amp; recognition of the right to live free &amp; secure in their historical homeland. https://t.co/vNXOnkAd9Y"
"149",2020-10-16,"MFAofArmenia","In phone call w/@CSTO_ODKB SG, FM @ZMnatsakanyan stressed that the political leadership of #Armenia always assesses the military situation, the steps deriving from it, taking into account the possibility of initiating #CSTO regulatory processes."
"150",2020-10-15,"MFAofArmenia","In phone conversation w/FM of #Argentina @felipe_sola, FM of #Armenia @ZMnatsakanyan stressed that #Azerbaijan's actions are threat to existential security of #Artsakh people. Both sides emphasized immediate cessation of hostilities &amp; implementation of commitments in this regard. https://t.co/294wzJuKnC"
"151",2020-10-15,"MFAofArmenia","In phone conversation w/#OAS SG @Almagro_OEA2015, FM @ZMnatsakanyan presented #Azerbiajan's large-scale aggression against #Artsakh, w/deliberate targeting of civilian population. Sides condemned AZ actions aimed at violating the right to self-determination &amp; life of Artsakh ppl. https://t.co/YDxDrOGrEm"
"152",2020-10-15,"MFAofArmenia","📢Oct 16: FM of #Greece will pay a working visit to #Armenia. Meeting of FMs @ZMnatsakanyan &amp; @NikosDendias will take place at @MFAofArmenia on Oct 16, followed with joint press conference.

For more derails ⬇️https://t.co/uXeLFCy78y"
"153",2020-10-15,"MFAofArmenia","Five days into the Moscow Joint Statement of 10 October on cessation of fire, and #Azerbaijan continues to torpedo its implementation. With the support &amp; direct involvement of #Turkey and #terrorist fighters they continue large scale war against #Artsakh/#NagornoKarabakh"
"154",2020-10-15,"MFAofArmenia","There have been reports from the most respected+trusted international mass media outlets about foreign terrorist fighters being transferred from the #Turkey-controlled Syrian territory to #Azerbaijan. Here are some highlights for the ease of reference👇🏽 #ArmeniaAgainstTerrorism https://t.co/AOKPgTfslb"
"155",2020-10-14,"MFAofArmenia","Strongly condemning: this morning, #Azerbaijani armed forces launched drone strikes near #Vardenis #Sotk community of Gegharkunik province, #Armenia. A 14-year-old #child was wounded, now in hospital. There were other civilians in agricultural civilian field for potato harvest."
"156",2020-10-14,"MFAofArmenia","All actions undertaken by #AZ side will receive adequate response w/means at disposal of armed forces of #Armenia. We warn that #Azerbaijan's provocative actions will lead to irreversible mil-political consequences, for which leadership of Azerbaijan bears full responsibility. https://t.co/6Bwr7B5XjP"
"157",2020-10-14,"MFAofArmenia","#AZ not only refuses to implement ceasefire which should have been established on basis of the joint statement, but also w/blatant instigation of #Turkey, seeks to expand geography of #NK conflict, attacking &amp; resorting to open aggression against sovereign territory of #Armenia. https://t.co/G1EkGb7Sma"
"158",2020-10-13,"MFAofArmenia","Just spoke with Mark Rutte, @MinPres of the #Netherlands on  ongoing Azerbaijani-Turkish aggression in #Artsakh and Azerbaijan's failure to observe the humanitarian ceasefire. I reaffirmed the importance of ensuring unimpeded exercise of the right of nations to self-determination"
"159",2020-10-13,"MFAofArmenia","FM @ZMnatsakanyan met w/Nikolai Patrushev,Secretary of #Russia Security Council. Minister briefed his interlocutor on situation in #NagornoKarabakh conflict zone,emphasizing importance to completely establish &amp; strengthen regime of cessation of hostilities.https://t.co/sw9RipZenB"
"160",2020-10-13,"MFAofArmenia","W/in official visit to #Russia, Adviser to FM Ruben Karapetyan met w/DFM Mikhail Bogdanov. Mr. Karapetyan described transfer of foreign terrorist fighters from #MiddleEast as new threat, stressing importance of combining efforts in fight against #terrorism.https://t.co/6dF3kIYUSy"
"161",2020-10-13,"MFAofArmenia","During the meeting w/@OSCE MGCC &amp; Personal Rep of Chairperson-in-Office, FM @ZMnatsakanyan stressed that #Azerbaijan neglects its commitment of cessation of hostilities &amp; continues large-scale military attacks, deliberately targeting #civilian population &amp; infrastructure. https://t.co/rd3pBhYEL1"
"162",2020-10-13,"MFAofArmenia","FM @ZMnatsakanyan to @bbcworldservice: ""We shouldn’t deny any chance for this ceasefire to hold. We have to carry on w/#verification mechanism, which helps us to bring back #ceasefire, to bring back peace, so that we go back to peaceful settlement.""
https://t.co/4tSQiJ4MFL"
"163",2020-10-13,"MFAofArmenia","On the margins of his official visit to #Russia, FM of #Armenia @ZMnatsakanyan is meeting with @OSCE Minsk Group Co-Chairs and Personal Representative of the OSCE Chairperson-in-Office.
#NagornoKarabakh https://t.co/y03z91nzmJ"
"164",2020-10-12,"MFAofArmenia","During meeting w/FM of #Russia Sergey Lavrov, FM of #Armenia @ZMnatsakanyan noted:""Currently we do not have full implementation of cessation of hostilities, &amp; I emphasize the importance of introducing verification mechanisms to achieve establishment &amp; maintenance of this regime."" https://t.co/X6dS3Re7eh"
"165",2020-10-12,"MFAofArmenia","FM @ZMnatsakanyan to @AlJazeera:""We want #ceasefire, we want verification mechanisms on the ground, which will indicate perpetrator, which will demonstrate party not faithful to this ceasefire. We have been saying this for long time &amp; I repeat this again.""
https://t.co/6iLh76iPJi"
"166",2020-10-11,"MFAofArmenia","All these indicate #Turkey’s aspirations to turn our region along w/other its neighboring regions to a platform for its #expansionist ambitions. We strongly condemn Turkey’s provocative policy in our region, &amp; value the coop of all forces interested in stability of the region. https://t.co/d2c1ay7XYQ"
"167",2020-10-11,"MFAofArmenia","Along w/supplying #Azerbaijan w/foreign terrorist fighters from #MiddleEast, mil equipment &amp; experts, #Turkey has also been sponsoring Azerbaijan’s information &amp; political campaign aimed at undermining provisions of agreement on cessation of hostilities.
https://t.co/pUiGzhVJ55"
"168",2020-10-11,"MFAofArmenia","Die internationale #Anerkennung des Status von #Berg-Karabach kann ein #Ausweg aus dieser Situation sein. 
Mein Interview im @ZDF 
The international #recognition of the status of #NagornoKarabakh can be a way out of this situation. 
https://t.co/KkC7KJjcgf"
"169",2020-10-11,"MFAofArmenia","Devastating consequences of heinous #aggression by #Azerbaijan. Azerbaijani armed forces continued shelling city of #Stepanakert &amp; other #civilian settlements after #HumanitarianCeasefire agreed in joint statement of Oct 9, violating their commitment.

Photos: David Ghahramanyan https://t.co/v6zwi9VrNY"
"170",2020-10-11,"MFAofArmenia","As of 9 Oct, 20 #civilians (8females &amp; 12males, 1child &amp; 19adults) have been killed. While publishing document @ArtsakhOmbuds got verified info that #Azerbaijani subversive group killed at least two civilians in #Hadrut
town–lady &amp; her #disabled son.
https://t.co/rz784DUw6l"
"171",2020-10-10,"MFAofArmenia","Ceasefire announced in joint statement of 9 October in #Moscow must be respected and implemented. #Azerbaijan continued attacking #NagornoKarabakh after 12pm today, violating their commitment. #Stepanakert is bombed right now. This is heinous aggression"
"172",2020-10-10,"MFAofArmenia","Declare cessation of hostilities for #humanitarian purposes on Oct 10,2020, from 12.00, for exchange of prisoners of war, other ppl detained &amp; bodies of those killed, w/mediation &amp; in accordance w/criteria of Intl Committee of #RedCross. https://t.co/MtJg1ItAdW"
"173",2020-10-10,"MFAofArmenia","Republic of #Armenia &amp; Republic of #Azerbaijan, w/mediation of #OSCE MGCC, on basis of fundamental principles of settlement, are launching substantive negotiations w/ aim of achieving early peaceful resolution. Sides reiterate inalterability of format of the #peace process. https://t.co/jV1ghpTHPB"
"174",2020-10-10,"MFAofArmenia","In response to the call of President of the #Russia’n Federation, &amp; in accordance w/agreements of the President of Russian Federation, Prime Minister of Republic of #Armenia Pashinyan &amp; President of Republic of #Azerbaijan, sides agreed on steps presented below. https://t.co/5xBJsenVgF"
"175",2020-10-09,"MFAofArmenia","Meeting of Foreign Ministers of #Armenia, #Azerbaijan and #Russia in #Moscow. 
#NagornoKarabakh #Artsakh #ArtsakhStrong https://t.co/aziKfcpdbS"
"176",2020-10-08,"MFAofArmenia","#Shushi Holy Savior Cathedral has been deliberately bombed by savage aggressor. #Azerbaijan w/direct involv of #Turkey &amp; intl #terrorists continue to target civilians, destroy infrastructure &amp; reveal depth of their barbarity by destroying holy sites.This is an affront to humanity https://t.co/3sIiwmZSHQ"
"177",2020-10-08,"MFAofArmenia","❗️As a result of #Azerbaijan’s second attack on Holy Savior Cathedral in #Artsakh, #Shushi, journalists (Russian citizens) Yuri Kotenok, Levon Arzanov &amp; accompanying him Hrant Badalyan were seriously wounded. We strongly condemn yet another attack by Azerbaijan on media reps. https://t.co/WexHKYS9LT"
"178",2020-10-08,"MFAofArmenia","Statement of the #Artsakh #Karabakh Foreign Ministry #on #Azerbaijan’s  attack on the Church of the Holy All-Savior in #Shushi #RecognizeArtsakh https://t.co/wv5NLMJGVw"
"179",2020-10-08,"MFAofArmenia","Spox Anna @naghdalyan:”The targeting of #journalists on their professional duty is a deliberate act aimed at hindering the recording of the #warcrimes conducted by the #Azerbaijan’i army and their presentation to the international community.”
https://t.co/dOXDQ0b0wz https://t.co/HHBT4zMUjk"
"180",2020-10-08,"MFAofArmenia","Preliminary report of @ArtsakhOmbuds @Artak_Beglaryan: ""Since Sep 27, #Azerbaijani armed forces have targeted more than 100 civilian settlements in #Artsakh. Numerous infrastructure, public &amp; private property damages have been recorded.""
Full report ⬇️
https://t.co/j0gr6BY6y7"
"181",2020-10-08,"MFAofArmenia","#Azerbaijan which has completely annihilated #Armenian cultural heritage in #Nakhichevan &amp; in other parts of historical homeland of Armenian ppl, now thrghout ongoing mil aggression against #Artsakh is trying to deprive Armenians of Artsakh of their homeland &amp; historical memory. https://t.co/IsEX2I3e7T"
"182",2020-10-08,"MFAofArmenia","#Azerbaijan armed forces launched airstrikes at masterpiece of #Armenia'n architecture- Holy Savior #Ghazanchetsots Cathedral located in cultural capital of #Artsakh, #Shushi. This action fully fits into its policy of #Armenophobia developed for decades."
"183",2020-10-08,"MFAofArmenia","#Azerbaijan'i armed forces targeted the Saint #Ghazanchetsots Cathedral in #Shushi from multiple rocket launcher https://t.co/tgw7n7S47e"
"184",2020-10-08,"MFAofArmenia","The symbol of #Shushi, Saint #Ghazanchetsots Cathedral, has just been shelled by #Azerbaijan'i armed forces. This is direct attack against #Armenia'n &amp; #Artsakh cultural property &amp; national identity. #ArtsakhStrong #StopAzerbaijaniAggression 

📸: Davit Ghahramanyan https://t.co/s6gxesXpIx"
"185",2020-10-07,"MFAofArmenia","In phone conversation w/@CzechMFA @TPetricek FM @ZMnatsakanyan expressed deep concern over targeting of civilian population &amp; infrastructure of #Artsakh by #Azerbaijan, condemned #Turkey’s policy of sowing instability in region. Sides emphasized cessation of military operations. https://t.co/8tP3Fso6zX"
"186",2020-10-07,"MFAofArmenia","Two more motions adopted by #Dutch House of Representatives on immediate stop of hostilities after aggression of #Azerbaijan &amp; #Turkey against #Artsakh. 
@JoelVoordewind &amp; @Martijncda lead the efforts of the Dutch Parliament to establish peace in the region. Bedankt, #Nederland https://t.co/6oMshrOijj"
"187",2020-10-07,"MFAofArmenia","Now more than ever, #Artsakh needs you.
Every donation counts. Every dollar goes to Artsakh.
Join the Global movement and #donate today.

https://t.co/Pnf2tor3ih
PayPal recipient: info@armeniafund.org
For US tax-deductible donations: https://t.co/Uzmph0CPBf

#ArtsakhStrong https://t.co/S4RJAou3aI"
"188",2020-10-07,"MFAofArmenia","BREAKING!
Just now #Azerbaijan again struck #Stepanakert civilian objects with suicide drones &amp; missiles.
No data on casualties yet.
The life continues in shelters for several days.
#AzerbaijaniAggression #DontBeBlind"
"189",2020-10-07,"MFAofArmenia","“The military aggression against the ppl of #Artsakh is the culmination of decades-long state policy of intolerance, hatred &amp; #Armenophobia. Armenians are portrayed as “useful enemy” to justify the dire #humanrights situation in #Azerbaijan”. Armenia🇦🇲 at #UNGA75 Third Committee https://t.co/kr4fYoC2zY"
"190",2020-10-06,"MFAofArmenia","Spox @naghdalyan: Spox @ShStepanyan has already denied info on shelling #Baku-#Tbilisi-#Ceyhan pipeline in #Yevlakh district section. This is another lie of #Azerbaijani side primarily aimed at justifying its continuous shelling of peaceful settlements of #Artsakh &amp; #Armenia. https://t.co/dYQl5iFzEn"
"191",2020-10-06,"MFAofArmenia","In phone conversation w/FM of #Slovakia @IvanKorcok, FM of #Armenia @ZMnatsakanyan condemned deliberate targeting of civilian population by #Azerbaijan, stressed that involvement of foreign #terrorist fighters by #Turkey in mil operations is threat to regional security &amp; peace. https://t.co/UKxYToitNo"
"192",2020-10-06,"MFAofArmenia","#NagornoKarabakh capital #Stepanakert shelled by missiles and cluster munitions, civilians under attack. But school studies never stop, even in shelters. Powerful message about the resolve and strong spirit of the ppl of #Artsakh https://t.co/pOwopuwWmr"
"193",2020-10-06,"MFAofArmenia","These actions are taking place during visit of FM of #Turkey to #Baku &amp; hours after statement of FMs of #OSCE MGCC. #Artsakh Defense Forces of undertakes all necessary measures to repel attack. Mil-political leadership of #Azerbaijan bears full responsibility for consequences. https://t.co/BwWKHRokm5"
"194",2020-10-06,"MFAofArmenia","According to info from #Artsakh Defense Forces, since this afternoon #Azerbaijan Armed Forces, concentrating reserve forces &amp; large number of mil equipment, launched large-scale attack towards southern direction of line of contact btw Artsakh &amp; Azerbaijan.
https://t.co/B15UX3umcb"
"195",2020-10-06,"MFAofArmenia","On Oct 5, preliminary report submitted by @ArtsakhOmbuds on results of fact-finding mission regarding humanitarian crisis caused by mil aggression of #Azerbaijani Armed Forces w/#Turkey's support &amp; foreign #terrorist fighters against Republic of #Artsakh.
https://t.co/Gwwpjjb0xk"
"196",2020-10-06,"MFAofArmenia","#Armenia reiterates need for immediate cessation of hostilities,which @MFAofArmenia underlined in its statement issued on Oct 2, 2020.We stress there is no alternative to peaceful settlement &amp; peace process, &amp; any attempt to resolve conflict by mil means'll be resolutely averted. https://t.co/z2wSmoV5G1"
"197",2020-10-06,"MFAofArmenia","#Armenia values statement of FMs of #OSCE MGCC countries, in which unprecedented massive targeting of civilian population &amp; infrastructure in #NagornoKarabakh conflict zone has been condemned in strongest terms as an unacceptable threat to stability of region. https://t.co/aajRixmfC2"
"198",2020-10-06,"MFAofArmenia","DFM Apitonyan assured that #Armenia is committed to peaceful settlement of #NagornoKarabakh issue &amp; expressed confidence that provision of urgent humanitarian assistance to NK population caught in crisis must be carried out regardless of circumstances, including #Artsakh status. https://t.co/4IOnf2EFjI"
"199",2020-10-06,"MFAofArmenia","At 71st session of High Commissioner Office Executive Committee's Programme Artak Apitonyan noted; #Azerbaijan &amp; #Turkey are involving frgn terrorist fighters from #Syria &amp; #Libya in mil operations against #Artsakh,undermining reg sec &amp; intl community efforts to cease hostilities https://t.co/T50DY3ZppA"
"200",2020-10-05,"MFAofArmenia","In line with 🇨🇦's robust export control regime and the ongoing investigation, I have suspended the relevant export permits to #Turkey.

🇨🇦 calls for measures to be taken immediately to stop the violence and protect civilians. https://t.co/mCLmjWKq4G"
"201",2020-10-05,"MFAofArmenia","In telephone discussion with Sergei #Lavrov, Jean-Yves #LeDrian and Stephen #Biegun stressed the dangerous consequences  of Azerbaijan aggression against #NagornoKarabakh and risks of ensuing deeper instability in region. Underlined immediate priority of cessation of hostilities"
"202",2020-10-05,"MFAofArmenia","During phone conversation w/#US DSS Stephen Biegun FM @ZMnatsakanyan drew attention his interlocutor to use of weaponry prohibited by relevant intl conventions by #Azerbaijan. DSS Biegun stressed importance of cessation of hostilities &amp; coop w/#OSCE MGCC countries in this regard. https://t.co/MjwGMILdL6"
"203",2020-10-05,"MFAofArmenia","#Armenia FM @ZMnatsakanyan to @FoxNews's @TreyYingst while reacting to news of civilian deaths in the town of #Stepanakert: “This is appalling, these are war crimes. ... The people in #NagornoKarabakh have been very strong, but this aggression must stop"" https://t.co/PK55LDuDl2"
"204",2020-10-05,"MFAofArmenia","Artsakh #HumanRights Ombudsman @Artak_Beglaryan: ""19 civilians killed, 80 wounded, over 2700 property and infrastructure damaged in #Artsakh from #Azerbaijan'i #WarCrimes."" https://t.co/Ctz3ILMSpL"
"205",2020-10-05,"MFAofArmenia","During phone conversation w/FM of #Finland Pekka @Haavisto, FM of #Armenia @ZMnatsakanyan strongly condemned deliberate mass targeting of civilian population &amp; infrastructure by #Azerbaijan'i armed forces w/use of weapons of large-scale calibers, resulting in human losses. https://t.co/xtnR3APE8c"
"206",2020-10-05,"MFAofArmenia","Shelling of residential areas of capital #Stepanakert with cluster munitions by #Azerbaijan #RecognizeArtsakh https://t.co/ELs0VdaD6d"
"207",2020-10-05,"MFAofArmenia","Having failed to achieve any success in battlefield, Azerbaijani side on one hand speaks about its imaginary gains, on other hand spreads fake news on shelling of Azerbaijani settlements by #Armenia. Each provocation by #Azerbaijan will receive adequate response from Armenia. https://t.co/huNpXyDhKV"
